Address,ETH_Balance,WETH_Balance,Total_Balance
0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,0.0,13435.299123426072,13435.299123426072
0x3a52C3aDa045E183FA6117800518c1Cf2186eee7,0.0,43.32041254254074,43.32041254254074
0x3Ab02799696b26cF27AB9BA5fFbfc0106BBbE055,32.014058106,0.0,32.014058106
0x3A10dC1A145dA500d5Fba38b9EC49C8ff11a981F,25.849685290242363,0.0,25.849685290242363
0x3AfBAE812F3C29b5926504250888415a01aaC57f,0.0,18.39984673865314,18.39984673865314
0x3a11dFC18b6E54D88fd846eFf967c0b9Da3A7132,15.321599455,0.0,15.321599455
0x3a9E473C468Bc1DB3Da7762B8dC73D2F4798A132,12.456610584249102,0.0,12.456610584249102
0x3adF58f613a0c19ed1B32Fd87330A9117F88300c,11.116215369,0.0,11.116215369
0x3ad8893f14509E83088bBDdAeFC371B5b28FAf49,10.594065068,0.0,10.594065068
0x3A4fca9dAA9a597C4718161FA44a3D3CdEBf0cAc,2.2953043197522174,2.39795,4.693254319752217
0x3AF7E664cEF9e485d5f0F72e45f4C10535f01666,0.0,4.5084381944444445,4.5084381944444445
0x3AEA20DfF546cA71E00BA7822CB88Be238811d06,0.0,4.3010404082734075,4.3010404082734075
0x3a1a5f714f0B3a74c12Df1195e8991698B61e23E,2.0615146968989397,0.0,2.0615146968989397
0x3A06144a64cD983E7f5aC02bcE3A481034e73513,1.7856528833217333,0.0,1.7856528833217333
0x3a1b97Fc25fA45832F588ED3bFb2A0f74ddBD4F8,0.0,1.5359816951126954,1.5359816951126954
0x3AEF2A7aa5ce8B301942AC281254802b9cEFa14B,1.449049269,0.0,1.449049269
0x3A4C38b8f96c55cA42D7d1185CAe7443d1d15C2B,1.307580584,0.0,1.307580584
0x3a454820e9DB76DFA032Ef95A3143e8bCF6a3a8D,1.2876100411953968,0.0,1.2876100411953968
0x3ACed16b88Ec11D8893194bd56d2b2c424bd9be0,1.138634119,0.0,1.138634119
0x3aE4fA9ddd29996C9A1F713d56e73bEC7C94f647,1.131159384,0.0,1.131159384
0x3a807a5171b1ba27f189a078B1061BFfE23445C7,1.0186986937757114,0.0,1.0186986937757114
0x3a46c0dafc1b4432E1B4f582D5C4981dF2323D15,1.0115811632758185,0.0,1.0115811632758185
