Address,ETH_Balance,WETH_Balance,Total_Balance
0xc54cb22944F2bE476E02dECfCD7e3E7d3e15A8Fb,76026.59247663933,0.0,76026.59247663933
0xC5c134A1f112efA96003f8559Dba6fAC0BA77692,0.0,8463.76690050333,8463.76690050333
0xc593Fe9193B745447e86b45eA0Bf62565eE030cc,0.0,482.2990818388437,482.2990818388437
0xc5c9a9AB6403CDBa9722463000146C18b504F0bA,0.0,165.61069523333825,165.61069523333825
0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,91.9436610059793,0.15662080560385722,92.10028181158314
0xC52A18e7358b1c618bd8f0E784b35636775Afb4e,0.0,81.77332630716334,81.77332630716334
0xc548016a337f0dF094a899EC9cD474485ba6Ee58,0.0,80.46257676788746,80.46257676788746
0xC52b9aE03d971954701B07090C57D993edCFbe79,0.0,37.1358125500647,37.1358125500647
0xC5bf05cD32a14BFfb705Fb37a9d218895187376c,35.2081160615484,0.0,35.2081160615484
0xC57cac126676471C547d2d9b1c283e56EF1B28f4,0.0,19.763032223705512,19.763032223705512
0xc57Fd19F38C5C75bCA34BAF0D0008B8bE7A1E893,11.101788434,0.0,11.101788434
0xC526429c000dF97ac0782384B90698b352D13D20,0.0,9.371848008489607,9.371848008489607
0xc5BaE4C954BF76F7540A64f5C0dA9144dC0517AF,3.2539997835858636,0.0,3.2539997835858636
0xC5b07A55501014F36Ec5d39d950A321439f6DD76,2.255,0.0,2.255
0xc544Ea32fF916c8d9243b396CC33a974a7c7e1CC,0.0,1.971688070289749,1.971688070289749
0xC5f167436534886AD3d16b37df907598AD93c62a,1.77402,0.0,1.77402
0xc53489F27F4d8A1cdceD3BFe397CAF628e8aBC13,0.0,1.4393055799150365,1.4393055799150365
0xc553f44a35e9811641e71ff49477B6A0c213c16B,1.4,0.0,1.4
0xC5D9a2f5cA7fD61f45d1FB57202cbC1d308babD0,1.217988,0.0,1.217988
0xC583e8A0eA893C3aB9CA4f0A4A067B51c1fc5871,1.160002889,0.0,1.160002889
0xC57aE140c5B129238ac67E55cb196E2a9a600023,1.0,0.0,1.0
0xC57C998778f6C1F2508A4Bc2573bE680F6aC67F7,0.9593006838882228,0.0,0.9593006838882228
0xc5972386415A9F52f9338e766E6B4e88Bd0EAA73,0.937913247,0.0,0.937913247
