Address,ETH_Balance,WETH_Balance,Total_Balance
0xCCd90F6435dd78C4ECCED1FA4db0D7242548a2a9,0.0,883.1454237762916,883.1454237762916
0xcc8E00a444E7D4262fcDc2151fE866741Ce76986,188.3,0.0,188.3
0xcCa8d532e625d30514Ace25963283228F82CcdDa,64.136038819,0.0,64.136038819
0xccDa51723E0D6Acf10E377e109FC3fD7BD8C8F59,0.0,29.11211338497902,29.11211338497902
0xcCE21376727089A59671a9c32e45f828d7aD4613,17.686381664,0.0,17.686381664
0xccaF21F002EAF230c9Fa810B34837a3739B70F7B,0.0,15.423188081134507,15.423188081134507
0xCcCCA86919b0769D46705e7Adf0EF02e98BebAc7,7.190229788367862,0.0,7.190229788367862
0xCcA8e0DBA2e02e20823412Cb074D8931D739924d,6.891,0.0,6.891
0xcCEe72A5E5Ad695C1Fe1E545537990e45B1BC005,6.125483955378181,0.0,6.125483955378181
0xCCec33Ce729712b34b536F84143D9Fc96693a021,5.000000005140714,0.0,5.000000005140714
0xcc20850f1907bE2aAB7474B9819112e37e630D7b,2.8827107191592996,0.0,2.8827107191592996
0xCCD1d21fcE02959F4F51DDc4505eA154aEBE7F1b,0.0,2.1305908878918647,2.1305908878918647
0xcc74188beB1949Ef02168e4dC2eE1998B46CBa88,0.0,2.114480037378415,2.114480037378415
0xCC5Dc094B2eE9565DB5362E272f0781eD10E3E36,2.0148560644366347,0.0,2.0148560644366347
0xCC85a43A80a29C20d1B4d4578E73A526D9CB2c69,1.5654167832843306,0.0,1.5654167832843306
0xcCb1B73662e11FDAFeF4aF46197F9B31135E4120,0.983603802,0.0,0.983603802
0xcCA2EEf9d16316D08f706d40Fc45e00B62351b9f,0.953221211,0.0,0.953221211
0xCC09B3d8457817FeC8f00E95A4E62Ab6bAA533a2,0.95227002,0.0,0.95227002
0xCcaA08cE8311c3179c10EB9D23e071191B43b718,0.9366924864768833,0.0,0.9366924864768833
0xcc0A73B283C677f641F211eE99aA4c5Dd764474C,0.875217589,0.0,0.875217589
0xcC8703E4E8E42E354d7D29a4fC19544726ef8aef,0.860189089,0.0,0.860189089
0xCCa41908371103e184Ab7a0defC999aac8BfF995,0.822990583,0.0,0.822990583
0xcC8d871D5e05076e3940A6374DF2b24aEDfE1a5e,0.81876145,0.0,0.81876145
0xCcA275f14554AD5f62c7b0591cC00A0b8a412465,0.807700044,0.0,0.807700044
0xcC8Fba0fae71FB0A550d90943032fFcDE5F9Fda1,0.801439731,0.0,0.801439731
0xcCDf520ea510FEb7b429b7662a75f871039E5281,0.790058906,0.0,0.790058906
0xcc96Cb50fAe91c8D6Bf0Ef7fDC40b3013661679D,0.78420415,0.0,0.78420415
0xcc5477139521b9Ab1Ba6471de63Ad3B4c75c3399,0.752384275,0.0,0.752384275
0xCCe84260978197b2239d4A23612BD9BB902e4f5C,0.751143972,0.0,0.751143972
0xCc069b5daD00A228f13FAc9309A5B282A46ed119,0.739706064,0.0,0.739706064
0xCC9dB939E6CF59daB471a26eCaEF97eb1e8B0e9d,0.738539195,0.0,0.738539195
0xcc37A1Cf1023948A9A9DB680A839ce4db20EEd68,0.736365874,0.0,0.736365874
0xCc60eEAB1EBcD49bbCBb830D578df1FDeBD5cb2d,0.727251616,0.0,0.727251616
0xcCbe70DfbCCd5685a00Acb39574bE0eAA646Dd95,0.726086287,0.0,0.726086287
0xCc424Eda2023a23BcA42ef5529a937aA09259C3A,0.721454035,0.0,0.721454035
0xcC84667625C7937876B6F7D0821D5cf90dEcce55,0.719700201,0.0,0.719700201
0xcc882Ff5cCfC85632fb5C76974C3A151DEa33449,0.711829768,0.0,0.711829768
0xcc04e6f457Cd1bECdeabA402F0135e90da184F74,0.695306732,0.0,0.695306732
0xccB27D5A90B0A442a37a09d7eC1EfA94eE86c81B,0.693409754,0.0,0.693409754
0xCCb3D79f7f293bdf87D69929d7432C78Bf75f019,0.686444718,0.0,0.686444718
0xccF9747C5a7221932d695D439a03208a844130AD,0.677672117,0.0,0.677672117
0xCCd0f23D19fF352928e73F59c9BA1D2bF5D4e916,0.673498287,0.0,0.673498287
0xcc382cf5114F41c3ec72991448FCB6a308Df3e64,0.664123291,0.0,0.664123291
0xcc96B297Fb3D14BBE8Fe5deb1F9CF9B845711771,0.663397854,0.0,0.663397854
0xcc23F594B7E21d29FcC98B730cf549b23D356AFE,0.662435744,0.0,0.662435744
0xCCFFce5fE42154280430cAD40D39629333D6ae51,0.659472893,0.0,0.659472893
0xcc37fF111C42170e7D0E4835c4b95C76EAFe8598,0.651818672,0.0,0.651818672
0xCC9FF4a9F4d796E15cbd0781e309623ec97f702E,0.65084111,0.0,0.65084111
0xcC637805D04AA4fa71ED5537A123506D89E8fDA9,0.649802657,0.0,0.649802657
0xCC0fa3111F6bEb986B5672cE0C104521E30fda9E,0.64965417,0.0,0.64965417
0xCCA417Ef5c6Eab4543db3a2befBD1E823ecC2c01,0.649025699,0.0,0.649025699
0xCC8D8D1D36901AB19b1d7405cA31A939373262dc,0.647433837,0.0,0.647433837
0xCc8a3c5C3E46BfD64540e260A484f0172E158eBe,0.645751832,0.0,0.645751832
0xcc0905Ab8B9cFe88a1878A20Ed5EF068dB584F81,0.644449108,0.0,0.644449108
0xcC2A244217786B8C9df9F6d21F4166d741E73A49,0.643804267,0.0,0.643804267
0xccF33AaD617d9B51e4727F1493302B31e4E47f5F,0.64,0.0,0.64
0xCc9894ccA42b592a445Dc984e6785E1971eb8dF6,0.633623312,0.0,0.633623312
0xcc14713c8CA1a9DF760F193C1cd12D4074a26f7C,0.611835854,0.0,0.611835854
0xcCA67C816d73e4bEAfd7757506eD125e94D7CC3A,0.60757444,0.0,0.60757444
0xcCD39555E2F6bf433646e419C5761873afEd8AD6,0.606318293,0.0,0.606318293
0xCCC160524186D6c71Ae080CA81229514E133353f,0.606266184,0.0,0.606266184
0xCC71fe0A439bD29D6B21373716f1017360440151,0.601481052,0.0,0.601481052
0xCC8bdE7C127E911689a8228fA662638c514A48Ab,0.601394944,0.0,0.601394944
0xCca9E5f3bc383091ca8b2Fe23213aF4ad36e8048,0.600402051,0.0,0.600402051
0xCcd21D1feA3Cf1CBD6d8573EA36E3BE8125971C1,0.591401126,0.0,0.591401126
0xccA4844587EA9B118a23Bd16a629690Dcd331234,0.59035248,0.0,0.59035248
0xCc731a4Cac340C3aA25A850ad33C978472254c95,0.5864391,0.0,0.5864391
0xcc6122639b719552eA66754A7AE5b914e4EAB147,0.584656353,0.0,0.584656353
0xCC15771a9d6c4D71524F4Bf43A98295052f8D837,0.570268421,0.0,0.570268421
0xcc67f817C3fd46B72fa984aBED3Ef15f8C0625B2,0.568552176,0.0,0.568552176
0xcC538a0525e2480Bb6Ca02AA470bFE002765f426,0.561148427,0.0,0.561148427
0xCC96D9c97dD2011Cc81895802bF67602C18EAB50,0.556657327,0.0,0.556657327
0xcC66CDea9F4b8eecb9bce26daDc9e4A32aCc70fC,0.554948146,0.0,0.554948146
0xcc9b3AfEF5C273CB43A0dd9Ab9AEe65Bf97D9d10,0.554829857,0.0,0.554829857
0xCc14756DEe1b61b448DdE9848646761b4c09ce43,0.553253366,0.0,0.553253366
0xcc1Edf391ac2499EEDdecd6a76228994248DD6a5,0.55087856,0.0,0.55087856
0xCCc371B0C7ff781fb4d93bBD052f0eEBd7f8c829,0.546843104,0.0,0.546843104
0xCcA72C0697C9294B3F0a096028A0886ff65004A2,0.545893579,0.0,0.545893579
0xCc354Db7EC94C618080933cA8C30aB54Df6E9559,0.521672,0.0,0.521672
0xcC93c933eA9A88eCCB83b0AC8A44Cc5df937d7a1,0.508944011,0.0,0.508944011
0xCC13c297779dc96916299C034d2633c634c535B9,0.508326084,0.0,0.508326084
0xCC41eBb62AE91D53543Ea96223E454afb3E3d6DA,0.508239663,0.0,0.508239663
0xCC75c89E642682C1e1D1359D01f8E42106c8fA14,0.0,0.5,0.5
0xCCc6cD81424414556D3C6bf3103f71b4925C5C48,0.5,0.0,0.5
0xCc8ab19cA30A4bdf58cCD0BE4D3AAC385231233c,0.485305969,0.0,0.485305969
0xcc8340717e6C949BF44AE26dc88F325474daC0Ec,0.48007555,0.0,0.48007555
0xcC05eaB639A6ABFc43A47E6Dac57fe862Aa2ba4D,0.475314085,0.0,0.475314085
0xcc570D75588F0C5ACa5eE53Aa0B9987D727B696e,0.445225495,0.0,0.445225495
0xcC3ca063cc5247ed4f3729c393E72eE28DbbE1Cf,0.435793445,0.0,0.435793445
0xCcDad1541eA96Ba6C9a9154c70c41946a4B6aE86,0.434869125,0.0,0.434869125
0xcc4d5374f3E9e22084f4a4F66BB2020103B0C553,0.429573959,0.0,0.429573959
0xcce91A0149df7CD47D11F24cda7DF95Dcf3EF274,0.429485516,0.0,0.429485516
0xCC9Eb132378fa3d4CdD83DDD5E19E0CC1050a2C0,0.423426519,0.0,0.423426519
0xCCF40a22F19fEcc71aC6c9cFA3180a87dA6fd68E,0.4177660234400268,0.0,0.4177660234400268
0xCc463FF92C1b3523e8E5c4D7eFdF25dd70C5a8E0,0.407028673,0.0,0.407028673
0xCcC08FE71dBeC373c58053c58a3cCBeC3A820369,0.391200603,0.0,0.391200603
0xCce84c3B3353cadfbE7c6859efd932AD2d8d0590,0.390535073,0.0,0.390535073
0xCCF930A307deB9baC75548956849A4A4df63156e,0.329998187,0.0,0.329998187
0xccd124BA15C8d737695763DAA78A29546387db4c,0.30056261,0.0,0.30056261
0xcCf4cDF3109c704F68a0E429473dEB79915c88b9,0.3,0.0,0.3
0xcCf2811e18dBc8578E9e44573482A6e6AC8d04FD,0.28608136,0.0,0.28608136
0xCC61080a272320B2426E600dC4f9BAb04570a927,0.28521971,0.0,0.28521971
0xcC3D43175E43556E4837FBC0c66255737cACE896,0.285048821,0.0,0.285048821
0xCc2d49d4866C3EFCEe764b5a749d5Dec6dA761d3,0.258814233,0.0,0.258814233
0xcCAFEB468A0b7b0DEA6C8157a43DF3A7361226F9,0.258783631,0.0,0.258783631
0xccaaE837F750898c5C5f51cAf6f9D9De9382b07a,0.25,0.0,0.25
0xCcBB648dce5D719D978286C060Bf224AFC188d76,0.240399749,0.0,0.240399749
0xcC0722f4b984433A74263ACCe551CaCe82a00041,0.229351215,0.0,0.229351215
0xCc01152346DE2c2B00c53C68897CD3fBc0136f4b,0.0,0.22325117586731114,0.22325117586731114
0xcC98B68F3D0D3c663F0cE30B16aBCeFbA7Da6172,0.2052,0.0,0.2052
0xcC83aD9310201936dbb9509aADbA71CdB86d4461,0.186,0.0,0.186
0xCCE2A937C4d69542Dd24B361f1F93a6904a077Ab,0.18464087,0.0,0.18464087
0xcCD8f3cD9e39fe46654079d673eF03ddEA89582D,0.183524447,0.0,0.183524447
0xcc3F8B14d697FA6aC6C96F7b8A92654983fCC413,0.17676251865413453,0.0,0.17676251865413453
0xCc8990D2373414946566934414da68F9c292b19e,0.1736952319704868,0.0,0.1736952319704868
0xcC45c67d121A4BC3BC88Cc5A3099a8F7854f11f6,0.1652924383125,0.0,0.1652924383125
0xccd7D7a16eB00DB0C1c3FE5fC6E4A4FEf4aC050a,0.13281911052379428,0.0,0.13281911052379428
0xCcEA7A19C435d2a6CB54d7b594Abc0B9D85Dbf69,0.11264443967684123,0.0,0.11264443967684123
0xCC20fBEf3E824c9cc277eB15E6E354AF0DFF4585,0.11166506327137347,0.0,0.11166506327137347
0xCC14Da62E16f1F1a16aC014d5a6ed8D88AF75976,0.0,0.10389272878885182,0.10389272878885182
0xCcc4a85185c802bF1C169Dbb9B6b4A99A7CAACf6,0.1,0.0,0.1
0xCC5C1B1D5CA81056a4c098100b20D75cef7c592D,0.1,0.0,0.1
0xCc3e306734D777395459Eb224ce2c0cc5547C312,0.0,0.09811796476817847,0.09811796476817847
